시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,신호기설치방식,도로형태,주도로여부,신호등관리번호,신호등구분,신호등색종류,신호등화방식,신호등화순서,신호등화시간,광원종류,신호제어방식,신호시간결정방식,점멸등운영여부,점멸등운영시작시각,점멸등운영종료시각,보행자작동신호기유무,잔여시간표시기유무,시각장애인용음향신호기유무,도로안내표지일련번호,관리기관명,관리기관전화번호,데이터기준일자
대구광역시,달서구,특별시도,,월배로23길,1,대구광역시 달서구 조암남로 75,대구광역시 달서구 월성동 1407-7,35.820578,128.52526,2,2,N,4550,2,2,2,녹색+적색,16+144,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로23길,1,대구광역시 달서구 월배로 109,대구광역시 달서구 진천동 529-9,35.814724,128.526477,2,2,N,4402,2,2,2,녹색+적색,40+140,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로23길,2,대구광역시 달서구 월배로 111,대구광역시 달서구 진천동 95-17,35.81476,128.526662,2,2,N,4403,2,2,2,녹색+적색,40+140,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로23길,1,대구광역시 달서구 월배로 110,대구광역시 달서구 진천동 247-5,35.81449,128.526628,3,2,N,4401,1,3,3,녹색+황색+적색,45+4+131,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로33길,1,대구광역시 달서구 조암남로 55,대구광역시 달서구 월성동 1314-1,35.821115,128.527081,2,2,N,4540,2,2,2,녹색+적색,23+127,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로33길,2,대구광역시 달서구 조암남로 49,대구광역시 달서구 월성동 1314-1,35.821215,128.527424,2,2,N,4541,2,2,2,녹색+적색,23+127,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로39길,2,대구광역시 달서구 월배로39길 10,대구광역시 달서구 상인동 180-8,35.81887,128.533812,2,2,N,4586,2,2,2,녹색+적색,42+118,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로39길,1,대구광역시 달서구 월배로 183,대구광역시 달서구 상인동 171-1,35.818825,128.533674,2,2,N,4588,2,2,2,녹색+적색,42+118,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로39길,2,대구광역시 달서구 월배로39길 26,대구광역시 달서구 상인동 180-10,35.819015,128.53371,2,2,N,4590,2,2,2,녹색+적색,42+118,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로39길,1,대구광역시 달서구 월서로 31,대구광역시 달서구 상인동 150-21,35.819038,128.533498,2,2,N,4592,2,2,2,녹색+적색,42+118,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로39길,2,대구광역시 달서구 월배로39길 30,대구광역시 달서구 상인동 1336-96,35.820402,128.532161,2,2,N,4601,2,2,2,녹색+적색,19+141,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로39길,1,대구광역시 달서구 월서로 28,대구광역시 달서구 상인동 134-10,35.820536,128.531896,2,2,N,4604,2,2,2,녹색+적색,16+144,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로39길,1,대구광역시 달서구 상원로 142,대구광역시 달서구 상인동 119-29,35.822055,128.530613,2,2,N,4613,2,2,2,녹색+적색,33+127,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로39길,2,대구광역시 달서구 조암남로 17,대구광역시 달서구 상인동 1595,35.822138,128.530795,2,2,N,4615,2,2,2,녹색+적색,33+127,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로39길,2,대구광역시 달서구 조암남로 10,대구광역시 달서구 월성동 580-4,35.822292,128.530648,2,2,N,4616,2,2,2,녹색+적색,24+136,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로39길,1,대구광역시 달서구 조암남로 24,대구광역시 달서구 월성동 585,35.822294,128.53042,2,2,N,4618,2,2,2,녹색+적색,24+136,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로39길,1,대구광역시 달서구 월서로 31,대구광역시 달서구 상인동 150-18,35.820394,128.531993,2,2,N,19855,2,2,2,녹색+적색,19+141,2,3,1,Y,0:30,4:30,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로39길,2,대구광역시 달서구 월서로 24,대구광역시 달서구 상인동 77-12,35.820584,128.531991,2,2,N,19856,2,2,2,녹색+적색,16+144,2,3,1,Y,0:30,4:30,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로39길,2,대구광역시 달서구 월배로39길 10,대구광역시 달서구 상인동 180-8,35.81887,128.533812,3,2,N,4587,1,3,3,녹색+황색+적색,37+3+120,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로39길,1,대구광역시 달서구 월배로 183,대구광역시 달서구 상인동 171-1,35.818825,128.533674,3,2,N,4589,1,3,3,녹색+황색+적색,37+3+120,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로39길,2,대구광역시 달서구 월배로39길 26,대구광역시 달서구 상인동 180-10,35.819015,128.53371,3,2,N,4591,1,3,3,녹색+황색+적색,37+3+120,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로39길,1,대구광역시 달서구 월서로 31,대구광역시 달서구 상인동 150-21,35.818978,128.53352,3,2,N,4593,1,3,3,녹색+황색+적색,37+3+120,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로39길,2,대구광역시 달서구 월배로39길 30,대구광역시 달서구 상인동 1336-96,35.820402,128.532161,3,2,N,4602,1,4,3,녹색/녹색화살표+황색+적색,32+3+125,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로39길,1,대구광역시 달서구 월서로 28,대구광역시 달서구 상인동 134-10,35.820536,128.531896,3,2,N,4603,1,4,3,녹색/녹색화살표+황색+적색,32+3+125,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로39길,1,대구광역시 달서구 상원로 142,대구광역시 달서구 상인동 119-29,35.822055,128.530613,3,2,N,4614,1,4,3,녹색/녹색화살표+황색+적색,27+3+170,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로39길,2,대구광역시 달서구 조암남로 10,대구광역시 달서구 월성동 580-4,35.822292,128.530648,3,2,N,4617,1,4,3,녹색/녹색화살표+황색+적색,27+3+170,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,1,대구광역시 달서구 월배로5길 39,대구광역시 달서구 유천동 238-1,35.81654,128.510908,2,1,Y,5025,5,3,3,녹색화살표+황색+적색,32+3+125,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,2,대구광역시 달서구 월배로5길 76,대구광역시 달서구 유천동 612,35.817518,128.509817,2,1,Y,5018,2,2,2,녹색+적색,26+134,2,3,1,N,0:00,0:00,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,2,대구광역시 달서구 월배로5길 39,대구광역시 달서구 유천동 265,35.817447,128.509579,2,1,Y,5019,2,2,2,녹색+적색,26+134,2,3,1,N,0:00,0:00,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,1,대구광역시 달서구 월배로5길 39,대구광역시 달서구 유천동 238-1,35.816645,128.510755,2,1,Y,5026,2,2,2,녹색+적색,21+139,2,3,1,N,0:00,0:00,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,1,대구광역시 달서구 월배로5길 76,대구광역시 달서구 유천동 612,35.816747,128.511034,2,1,N,5027,2,2,2,녹색+적색,28+132,2,3,1,N,0:00,0:00,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,2,대구광역시 달서구 월배로5길 76,대구광역시 달서구 유천동 612,35.81661,128.511207,2,1,Y,5028,2,2,2,녹색+적색,28+132,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,1,대구광역시 달서구 월배로5길 76,대구광역시 달서구 유천동 612,35.816747,128.511034,2,1,Y,5029,2,2,2,녹색+적색,21+139,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,2,대구광역시 달서구 월배로5길 39,대구광역시 달서구 유천동 537-13,35.815944,128.511785,2,2,N,5031,2,2,2,녹색+적색,26+134,2,3,1,N,0:00,0:00,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,2,대구광역시 달서구 월배로5길 39,대구광역시 달서구 유천동 537-13,35.815882,128.511874,2,2,N,5032,2,2,2,녹색+적색,34+126,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,1,대구광역시 달서구 조암로 200,대구광역시 달서구 유천동 631,35.816046,128.512005,2,2,N,5033,2,2,2,녹색+적색,26+134,2,3,1,N,0:00,0:00,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,1,대구광역시 달서구 월배로5길 39,대구광역시 달서구 유천동 238-1,35.815743,128.512036,2,2,N,5035,2,2,2,녹색+적색,34+126,2,3,1,N,0:00,0:00,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,2,대구광역시 달서구 월배로5길 39,대구광역시 달서구 유천동 537-13,35.81568,128.51217,2,2,N,5038,2,2,2,녹색+적색,26+134,2,3,1,N,0:00,0:00,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,1,대구광역시 달서구 조암로 197,대구광역시 달서구 유천동 643,35.81577,128.512376,2,2,Y,5039,2,2,2,녹색+적색,26+134,2,3,1,N,0:00,0:00,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,1,대구광역시 달서구 조암로 197,대구광역시 달서구 유천동 643,35.815824,128.512336,2,2,N,5040,2,2,2,녹색+적색,34+126,2,3,1,N,0:00,0:00,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,2,대구광역시 달서구 조암로 200,대구광역시 달서구 유천동 46,35.816081,128.512117,2,2,N,5041,2,2,2,녹색+적색,34+126,2,3,1,N,0:00,0:00,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,1,대구광역시 달서구 월배로5길 39,대구광역시 달서구 유천동 537-13,35.815043,128.513138,2,1,Y,5044,2,2,2,녹색+적색,23+137,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,2,대구광역시 달서구 조암남로 182,대구광역시 달서구 유천동 611,35.815163,128.513282,2,1,N,5045,2,2,2,녹색+적색,23+137,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,2,대구광역시 달서구 조암남로 182,대구광역시 달서구 유천동 611,35.815163,128.513282,2,1,Y,5046,2,2,2,녹색+적색,23+137,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,1,대구광역시 달서구 조암남로 182,대구광역시 달서구 유천동 611,35.81501,128.513502,2,1,N,5047,2,2,2,녹색+적색,23+137,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,2,대구광역시 달서구 조암남로 185,대구광역시 달서구 유천동 537-13,35.813874,128.515119,2,2,Y,5158,2,2,2,녹색+적색,27+133,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,1,대구광역시 달서구 조암남로 182,대구광역시 달서구 유천동 178-2,35.814092,128.514967,2,2,Y,5159,2,2,2,녹색+적색,27+133,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,1,대구광역시 달서구 월배로5길 22,대구광역시 달서구 유천동 537-13,35.813395,128.515821,2,1,Y,5160,2,2,2,녹색+적색,20+140,2,3,1,Y,20:00,7:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,2,대구광역시 달서구 월배로5길 17,대구광역시 달서구 유천동 537-13,35.813269,128.515824,2,1,Y,5161,2,2,2,녹색+적색,20+140,2,3,1,Y,20:00,7:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,1,대구광역시 달서구 월배로5길 22,대구광역시 달서구 유천동 537-13,35.813341,128.515899,2,1,Y,5162,2,2,2,녹색+적색,24+136,2,3,1,Y,20:00,7:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,2,대구광역시 달서구 월배로5길 16,대구광역시 달서구 유천동 537-13,35.813299,128.515995,2,1,Y,5163,2,2,2,녹색+적색,24+136,2,3,1,Y,20:00,7:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,1,대구광역시 달서구 월배로 18,대구광역시 달서구 진천동 787-1,35.811756,128.517557,2,2,N,5167,2,2,2,녹색+적색,32+168,2,3,1,N,0:00,0:00,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,2,대구광역시 달서구 월배로5길 1,대구광역시 달서구 유천동 368-2,35.811981,128.517419,2,2,N,5168,2,2,2,녹색+적색,32+168,2,3,1,N,0:00,0:00,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,2,대구광역시 달서구 달서대로 91,대구광역시 달서구 유천동 323,35.815167,128.507162,2,2,N,14589,2,2,2,녹색+적색,36+154,2,3,1,N,0:00,0:00,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,1,대구광역시 달서구 달서대로 92,대구광역시 달서구 유천동 323,35.815355,128.507575,2,2,N,14590,2,2,2,녹색+적색,36+154,2,3,1,N,0:00,0:00,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,1,대구광역시 달서구 월배로5길 39,대구광역시 달서구 유천동 266-1,35.817482,128.509486,3,1,Y,5014,1,3,3,녹색+황색+적색,129+3+28,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,1,대구광역시 달서구 월배로5길 39,대구광역시 달서구 유천동 265,35.817369,128.509693,3,1,Y,5015,1,3,3,녹색+황색+적색,129+3+28,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,2,대구광역시 달서구 월배로5길 76,대구광역시 달서구 유천동 612,35.817518,128.509817,3,1,Y,5016,1,3,3,녹색+황색+적색,129+3+28,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,2,대구광역시 달서구 월배로5길 76,대구광역시 달서구 유천동 537-13,35.817575,128.509734,3,1,Y,5017,1,3,3,녹색+황색+적색,129+3+28,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,1,대구광역시 달서구 월배로5길 39,대구광역시 달서구 유천동 238-1,35.816645,128.510755,3,1,Y,5020,1,4,5,녹색/녹색화살표+황색/녹색+녹색+황색+적색,22+3+97+3+35,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,1,대구광역시 달서구 월배로5길 39,대구광역시 달서구 유천동 238-1,35.816513,128.510948,3,1,Y,5021,1,4,5,녹색/녹색화살표+황색/녹색+녹색+황색+적색,22+3+97+3+35,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,2,대구광역시 달서구 월배로5길 76,대구광역시 달서구 유천동 612,35.81661,128.511207,3,1,Y,5022,1,3,3,녹색+황색+적색,97+3+60,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,2,대구광역시 달서구 월배로5길 76,대구광역시 달서구 유천동 612,35.816747,128.511034,3,1,Y,5023,1,3,3,녹색화살표+황색+적색,32+3+125,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,2,대구광역시 달서구 월배로5길 76,대구광역시 달서구 유천동 612,35.816747,128.511034,3,1,Y,5024,1,3,3,녹색+황색+적색,97+3+60,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,1,대구광역시 달서구 월배로5길 39,대구광역시 달서구 유천동 537-13,35.815944,128.511785,3,2,N,5030,1,4,5,녹색/녹색화살표+황색/녹색+녹색+황색+적색,22+3+70+3+62,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,2,대구광역시 달서구 조암로 200,대구광역시 달서구 유천동 631,35.816046,128.512005,3,2,N,5034,1,3,3,녹색+황색+적색,70+3+87,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,2,대구광역시 달서구 월배로5길 39,대구광역시 달서구 유천동 238-1,35.815743,128.512036,3,2,N,5036,1,4,3,녹색/녹색화살표+황색+적색,28+3+129,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,1,대구광역시 달서구 월배로5길 39,대구광역시 달서구 유천동 537-13,35.81568,128.51217,3,2,N,5037,1,4,5,녹색/녹색화살표+황색/녹색+녹색+황색+적색,22+3+70+3+62,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,2,대구광역시 달서구 조암로 197,대구광역시 달서구 유천동 643,35.81577,128.512376,3,2,N,5042,1,3,3,녹색+황색+적색,70+3+87,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,1,대구광역시 달서구 월배로5길 39,대구광역시 달서구 유천동 537-13,35.815043,128.513138,3,1,Y,5048,1,4,4,녹색+녹색/녹색화살표+황색+적색,90+27+3+40,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,1,대구광역시 달서구 월배로5길 39,대구광역시 달서구 유천동 151-1,35.814935,128.513306,3,1,Y,5049,1,4,4,녹색+녹색/녹색화살표+황색+적색,90+27+3+40,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,1,대구광역시 달서구 월배로5길 39,대구광역시 달서구 유천동 537-13,35.815043,128.513138,3,1,Y,5050,1,3,3,녹색화살표+황색+적색,37+3+120,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,1,대구광역시 달서구 조암남로 182,대구광역시 달서구 유천동 611,35.815163,128.513282,3,1,Y,5051,1,3,3,녹색+황색+적색,87+3+70,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,1,대구광역시 달서구 월배로5길 22,대구광역시 달서구 유천동 537-13,35.813395,128.515821,3,1,Y,5164,1,3,3,녹색+황색+적색,124+3+33,2,3,1,Y,20:00,7:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,2,대구광역시 달서구 월배로5길 17,대구광역시 달서구 유천동 537-13,35.813269,128.515824,3,1,Y,5165,1,3,3,녹색화살표+황색+적색,30+3+127,2,3,1,Y,20:00,7:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,2,대구광역시 달서구 월배로5길 17,대구광역시 달서구 유천동 537-13,35.813169,128.515889,3,1,Y,5166,1,3,3,녹색+황색+적색,124+3+33,2,3,1,Y,20:00,7:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,1,대구광역시 달서구 월배로 22,대구광역시 달서구 진천동 787-1,35.811954,128.517801,3,2,N,5171,1,4,3,녹색/녹색화살표+황색+적색,39+3+158,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,2,대구광역시 달서구 달서대로 92,대구광역시 달서구 유천동 266-1,35.815738,128.507276,3,2,N,14580,1,4,3,녹색/녹색화살표+황색+적색,41+4+145,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,2,대구광역시 달서구 달서대로 95,대구광역시 달서구 유천동 529,35.815259,128.506797,3,2,N,14585,1,4,3,녹색/녹색화살표+황색+적색,41+4+145,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,1,대구광역시 달서구 달서대로 92,대구광역시 달서구 유천동 323,35.815482,128.507425,3,2,N,14592,1,4,3,녹색/녹색화살표+황색+적색,48+4+148,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로5길,1,대구광역시 달서구 조암남로 182,대구광역시 달서구 유천동 611,35.81501,128.513502,3,1,Y,20086,1,3,3,녹색+황색+적색,87+3+70,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로67길,2,대구광역시 달서구 송현로 103,대구광역시 달서구 송현동 2043,35.826508,128.543869,3,2,N,4784,6,1,1,황색등화,1,2,3,1,Y,0:00,23:59,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로69길,2,대구광역시 달서구 송현로 128,대구광역시 달서구 송현동 2043,35.827651,128.544075,2,2,N,4792,2,2,2,녹색+적색,37+83,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로69길,1,대구광역시 달서구 송현로 114,대구광역시 달서구 송현동 2043,35.827473,128.544053,2,2,N,4793,2,2,2,녹색+적색,37+83,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로80길,2,대구광역시 달서구 월배로 394,대구광역시 달서구 송현동 2041,35.829736,128.550863,2,2,N,4721,2,2,2,녹색+적색,38+142,2,3,1,N,0:00,0:00,N,N,Y,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로80길,2,대구광역시 달서구 월배로 400,대구광역시 달서구 송현동 950,35.829866,128.550947,2,2,N,19844,2,2,2,녹색+적색,38+142,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월배로80길,2,대구광역시 달서구 월배로 394,대구광역시 달서구 송현동 2041,35.829736,128.550863,3,2,N,4722,1,4,3,녹색/녹색화살표+황색+적색,34+3+143,2,3,1,N,0:00,0:00,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월서로,1,대구광역시 달서구 월서로3길 15,대구광역시 달서구 상인동 77-12,35.820881,128.533468,3,2,Y,4651,6,1,1,황색등화,1,2,3,1,Y,0:00,23:59,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월서로,2,대구광역시 달서구 월서로 16,대구광역시 달서구 상인동 77-12,35.820897,128.533038,3,2,Y,4652,6,1,1,황색등화,1,2,3,1,Y,0:00,23:59,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월서로,3,대구광역시 달서구 월서로 14,대구광역시 달서구 상인동 113,35.820987,128.533127,3,2,N,4654,6,1,1,황색등화,1,2,3,1,Y,0:00,23:59,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월서로,1,대구광역시 달서구 월서로 45,대구광역시 달서구 상인동 156,35.819865,128.530204,2,2,N,4481,2,2,2,녹색+적색,24+136,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월서로,2,대구광역시 달서구 상원로 133,대구광역시 달서구 월성동 1285,35.820038,128.5399,2,2,N,4482,2,2,2,녹색+적색,24+136,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월서로,1,대구광역시 달서구 상원로 128,대구광역시 달서구 상인동 134-10,35.819941,128.530519,2,2,N,4484,2,2,2,녹색+적색,20+140,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월서로,2,대구광역시 달서구 상원로 142,대구광역시 달서구 상인동 134-10,35.820101,128.530484,2,2,N,4486,2,2,2,녹색+적색,20+140,2,3,1,Y,0:30,4:30,N,N,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월서로,2,대구광역시 달서구 월서로 28,대구광역시 달서구 상인동 134-10,35.820536,128.531896,2,2,Y,4605,2,2,2,녹색+적색,28+132,2,3,1,Y,0:30,4:30,N,Y,N,,대구광역시,053-803-5426,2023-03-23
대구광역시,달서구,특별시도,,월서로,1,대구광역시 달서구 월서로 31,대구광역시 달서구 상인동 150-18,35.820365,128.531895,2,2,Y,4607,2,2,2,녹색+적색,28+132,2,3,1,Y,0:30,4:30,N,Y,N,,대구광역시,053-803-5426,2023-03-23
